wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info,locations
99.96,12.3,15.0,11.7,20.1,2021-04-15T00:00:00+02:00,9.9,,65.7,8.9,1618444800000,13.4,196.6,"Drizzle, Light Drizzle, Rain, Heavy Rain, Light Rain, Sky Coverage Increasing",0.0,1014.5,0.0,8.7,79.56,25.0,,"Rain, Partially cloudy",7.4,,"39.2210171,-3.6185337"
201.46,11.7,18.1,13.2,15.1,2021-04-16T00:00:00+02:00,22.7,,34.3,5.1,1618531200000,0.0,450.9,"Rain, Sky Unchanged",0.0,1015.8,0.0,4.9,66.74,0.0,,Partially cloudy,4.1,,"39.2210171,-3.6185337"
167.83,10.9,18.0,14.3,16.2,2021-04-17T00:00:00+02:00,25.9,,26.1,3.3,1618617600000,0.0,513.3,Mist,0.0,1018.2,0.0,-2.1,44.83,0.0,,Partially cloudy,2.8,,"39.2210171,-3.6185337"
172.5,10.9,19.0,11.4,13.0,2021-04-18T00:00:00+02:00,25.1,,,2.0,1618704000000,0.0,535.7,,0.0,1020.6,0.0,-1.0,46.53,0.0,,Clear,-0.2,,"39.2210171,-3.6185337"
212.65,13.9,20.5,12.0,18.3,2021-04-19T00:00:00+02:00,14.4,,41.0,6.0,1618790400000,0.0,284.8,Rain,0.0,1017.6,0.0,4.0,54.56,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
246.83,14.5,20.0,13.9,23.3,2021-04-20T00:00:00+02:00,22.7,,37.8,7.6,1618876800000,0.0,451.3,Mist,0.0,1013.9,0.0,6.2,59.75,0.0,45.7,Partially cloudy,8.4,,"39.2210171,-3.6185337"
264.63,13.5,17.1,13.6,16.2,2021-04-21T00:00:00+02:00,13.1,,53.3,9.0,1618963200000,0.0,260.2,Drizzle,0.0,1012.0,0.0,7.0,66.53,0.0,,Partially cloudy,7.5,,"39.2210171,-3.6185337"
159.67,13.3,17.1,12.1,16.8,2021-04-22T00:00:00+02:00,20.5,,68.2,10.5,1619049600000,5.4,407.7,"Mist, Light Drizzle, Rain, Thunderstorm, Light Rain",0.0,1013.6,0.0,9.6,79.31,33.33,42.5,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
76.61,13.8,20.3,13.7,17.2,2021-04-23T00:00:00+02:00,18.9,,48.4,7.2,1619136000000,0.0,375.0,Mist,0.0,1016.4,0.0,8.5,73.79,0.0,,Partially cloudy,5.7,,"39.2210171,-3.6185337"
72.88,12.9,16.7,14.6,14.8,2021-04-24T00:00:00+02:00,9.4,,30.9,8.3,1619222400000,2.2,185.6,"Drizzle, Mist, Rain, Light Rain",0.0,1014.9,0.0,9.6,81.61,8.33,,"Rain, Partially cloudy",6.4,,"39.2210171,-3.6185337"
134.54,11.6,14.0,11.0,20.5,2021-04-25T00:00:00+02:00,4.8,,69.2,9.2,1619308800000,8.6,103.2,"Drizzle, Mist, Light Drizzle, Rain, Light Rain",0.0,1011.4,0.0,10.2,91.52,25.0,,"Rain, Partially cloudy",7.4,,"39.2210171,-3.6185337"
232.75,13.7,18.3,10.3,16.0,2021-04-26T00:00:00+02:00,16.8,,59.0,10.1,1619395200000,0.8,333.7,"Drizzle, Mist, Light Drizzle, Rain, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",0.0,1007.9,0.0,10.3,82.04,4.17,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
253.46,13.5,17.8,13.7,10.6,2021-04-27T00:00:00+02:00,13.2,,66.9,9.3,1619481600000,1.6,261.6,"Drizzle, Light Drizzle, Rain, Rain Showers, Light Rain",0.0,1006.6,0.0,10.1,80.68,16.67,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
255.0,13.8,18.6,14.2,19.0,2021-04-28T00:00:00+02:00,15.8,,64.0,10.3,1619568000000,0.6,313.1,"Drizzle, Lightning Without Thunder, Mist, Rain, Thunderstorm, Light Rain",0.0,1007.2,0.0,10.8,83.21,8.33,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
248.67,12.7,16.0,12.8,22.0,2021-04-29T00:00:00+02:00,16.5,,74.2,10.5,1619654400000,0.4,327.7,"Drizzle, Light Drizzle, Light Drizzle/Rain, Light Rain, Sky Coverage Increasing",0.0,1009.2,0.0,9.2,80.23,4.17,33.5,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
231.25,11.6,16.2,14.8,16.7,2021-04-30T00:00:00+02:00,15.2,,49.6,5.5,1619740800000,0.2,302.5,"Rain, Light Rain, Sky Unchanged",0.0,1010.3,0.0,5.3,68.09,4.17,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
259.22,12.7,17.2,15.7,18.3,2021-05-01T00:00:00+02:00,27.2,,43.8,7.0,1619827200000,0.0,539.8,Mist,0.0,1013.0,0.0,3.9,58.47,0.0,,Partially cloudy,5.1,,"39.2210171,-3.6185337"
191.75,13.4,19.0,15.7,9.4,2021-05-02T00:00:00+02:00,24.0,,40.4,5.9,1619913600000,0.0,476.0,Mist,0.0,1016.2,0.0,3.2,52.96,0.0,,Partially cloudy,7.8,,"39.2210171,-3.6185337"
108.74,14.7,21.0,14.6,10.4,2021-05-03T00:00:00+02:00,20.4,,55.5,7.2,1620000000000,0.0,405.1,Mist,0.0,1017.0,0.0,7.0,63.05,0.0,,Partially cloudy,6.3,,"39.2210171,-3.6185337"
152.13,15.9,22.3,14.2,11.4,2021-05-04T00:00:00+02:00,26.1,,21.9,7.7,1620086400000,0.0,517.6,,0.0,1017.7,0.0,7.3,61.86,0.0,,Clear,,,"39.2210171,-3.6185337"
190.87,17.5,25.1,14.8,18.4,2021-05-05T00:00:00+02:00,25.7,,42.0,7.0,1620172800000,0.0,508.9,Mist,0.0,1016.0,0.0,5.5,49.6,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
277.13,19.5,26.7,15.1,18.4,2021-05-06T00:00:00+02:00,26.9,,6.0,9.3,1620259200000,0.0,499.1,Mist,0.0,1016.4,0.0,6.1,44.44,0.0,42.5,Clear,,,"39.2210171,-3.6185337"
245.29,20.0,27.9,14.8,11.2,2021-05-07T00:00:00+02:00,27.1,26.7,0.0,8.8,1620345600000,0.0,500.9,Mist,0.0,1018.2,0.0,5.2,41.29,0.0,,Clear,,,"39.2210171,-3.6185337"
195.25,20.7,27.5,15.8,18.3,2021-05-08T00:00:00+02:00,23.8,26.5,,9.9,1620432000000,0.0,441.3,Mist,0.0,1014.3,0.0,5.4,40.75,0.0,,Clear,,,"39.2210171,-3.6185337"
213.83,17.7,21.1,15.4,28.4,2021-05-09T00:00:00+02:00,12.4,,71.8,12.1,1620518400000,5.0,245.1,"Mist, Rain, Heavy Rain, Light Rain",0.0,1008.4,0.0,9.4,60.31,12.5,50.0,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
250.0,11.8,18.1,14.3,39.3,2021-05-10T00:00:00+02:00,16.2,,50.3,8.3,1620604800000,3.8,299.3,"Rain, Thunderstorm, Light Rain",0.0,1012.6,0.0,6.7,74.16,16.67,70.6,"Rain, Partially cloudy",6.8,,"39.2210171,-3.6185337"
268.04,11.7,17.2,14.8,21.1,2021-05-11T00:00:00+02:00,26.1,,44.6,6.5,1620691200000,0.0,483.3,,0.0,1020.2,0.0,4.9,66.89,0.0,35.3,Partially cloudy,4.0,,"39.2210171,-3.6185337"
253.54,13.9,19.2,14.6,25.1,2021-05-12T00:00:00+02:00,18.1,,66.0,10.2,1620777600000,0.0,419.1,"Light Drizzle, Sky Unchanged",0.0,1020.3,0.0,6.0,59.83,0.0,44.6,Partially cloudy,,,"39.2210171,-3.6185337"
263.79,15.6,22.1,14.5,24.4,2021-05-13T00:00:00+02:00,26.9,,32.8,7.7,1620864000000,0.0,467.6,Mist,0.0,1018.0,0.0,7.1,58.98,0.0,50.0,Partially cloudy,8.4,,"39.2210171,-3.6185337"
253.24,18.1,24.0,12.5,13.9,2021-05-14T00:00:00+02:00,28.1,,30.1,9.0,1620950400000,0.0,519.8,,0.0,1017.5,0.0,5.9,49.16,0.0,,Partially cloudy,8.0,,"39.2210171,-3.6185337"
259.96,20.1,27.2,15.9,25.7,2021-05-15T00:00:00+02:00,26.0,26.3,,10.1,1621036800000,0.0,451.7,Mist,0.0,1016.6,0.0,6.5,43.81,0.0,40.7,Clear,,,"39.2210171,-3.6185337"
269.38,20.7,27.0,15.9,25.1,2021-05-16T00:00:00+02:00,25.5,26.6,,13.3,1621123200000,0.0,442.3,Mist,0.0,1015.7,0.0,11.2,57.56,0.0,,Clear,,,"39.2210171,-3.6185337"
259.54,21.1,28.0,15.0,16.2,2021-05-17T00:00:00+02:00,8.8,26.9,31.1,13.5,1621209600000,0.0,243.2,Mist,0.0,1017.0,0.0,9.4,53.37,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
256.63,21.1,28.0,15.0,24.4,2021-05-18T00:00:00+02:00,27.4,26.7,18.0,11.3,1621296000000,0.0,475.3,Mist,0.0,1019.0,0.0,5.7,38.39,0.0,44.6,Clear,,,"39.2210171,-3.6185337"
172.67,21.6,28.9,15.0,10.2,2021-05-19T00:00:00+02:00,26.3,27.4,28.0,11.8,1621382400000,0.0,457.3,Mist,0.0,1019.9,0.0,7.1,43.88,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
156.21,21.9,30.2,14.9,12.4,2021-05-20T00:00:00+02:00,26.3,28.4,44.0,11.1,1621468800000,0.0,455.9,Mist,0.0,1020.3,0.0,6.8,43.48,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
249.74,23.9,30.0,15.0,24.1,2021-05-21T00:00:00+02:00,26.8,28.2,56.7,14.9,1621555200000,0.0,465.6,Mist,0.0,1014.9,0.0,5.2,33.95,0.0,50.0,Partially cloudy,,,"39.2210171,-3.6185337"
267.33,20.2,25.9,15.8,16.2,2021-05-22T00:00:00+02:00,26.6,,27.1,13.0,1621641600000,0.0,492.9,,0.0,1013.5,0.0,0.9,33.44,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
204.67,15.7,20.1,15.7,11.9,2021-05-23T00:00:00+02:00,9.9,,36.3,12.7,1621728000000,0.2,183.1,"Mist, Rain, Light Rain",0.0,1015.8,0.0,4.8,49.9,4.17,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
254.58,16.1,23.3,14.7,17.3,2021-05-24T00:00:00+02:00,27.0,,24.5,8.5,1621814400000,0.0,468.8,Mist,0.0,1021.2,0.0,5.0,50.47,0.0,,Clear,6.0,,"39.2210171,-3.6185337"
124.77,19.9,28.3,14.7,16.0,2021-05-25T00:00:00+02:00,21.1,27.0,27.7,8.1,1621900800000,0.0,419.3,"Mist, Sky Unchanged",0.0,1020.5,0.0,6.2,45.74,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
176.75,20.8,29.0,14.5,14.0,2021-05-26T00:00:00+02:00,23.3,27.5,50.7,11.6,1621987200000,0.0,403.8,"Mist, Sky Coverage Decreasing",0.0,1017.1,0.0,8.2,51.33,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
121.04,20.7,27.2,14.9,14.2,2021-05-27T00:00:00+02:00,15.4,26.5,59.5,12.6,1622073600000,0.0,268.2,Mist,0.0,1014.6,0.0,9.3,51.05,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
96.0,21.7,28.1,14.9,17.0,2021-05-28T00:00:00+02:00,24.3,27.1,29.8,15.3,1622160000000,0.0,421.3,Mist,0.0,1015.7,0.0,9.6,49.94,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
94.25,23.6,31.2,15.9,10.6,2021-05-29T00:00:00+02:00,24.7,29.4,27.1,12.8,1622246400000,0.0,429.0,Mist,0.0,1017.0,0.0,8.5,41.64,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
181.25,26.4,33.1,15.7,16.0,2021-05-30T00:00:00+02:00,23.9,31.0,27.1,18.3,1622332800000,0.0,415.7,Mist,0.0,1014.3,0.0,8.7,35.15,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
180.38,25.5,31.2,14.7,16.7,2021-05-31T00:00:00+02:00,18.8,29.6,30.1,16.8,1622419200000,0.0,326.8,,0.0,1012.6,0.0,9.1,36.65,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
259.83,22.2,26.6,14.5,20.6,2021-06-01T00:00:00+02:00,24.2,,50.3,17.2,1622505600000,0.0,420.9,,0.0,1010.9,0.0,9.8,48.13,0.0,38.9,Partially cloudy,,,"39.2210171,-3.6185337"
201.71,21.4,29.3,14.7,11.4,2021-06-02T00:00:00+02:00,27.1,27.6,25.4,10.8,1622592000000,0.0,470.6,Mist,0.0,1013.2,0.0,5.8,40.49,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
215.04,23.6,31.0,14.9,18.5,2021-06-03T00:00:00+02:00,27.5,29.2,31.0,12.8,1622678400000,0.0,477.3,,0.0,1015.3,0.0,5.1,31.47,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
252.48,23.8,29.5,14.5,17.2,2021-06-04T00:00:00+02:00,25.8,28.0,47.0,16.3,1622764800000,0.0,447.1,Mist,0.0,1018.4,0.0,7.7,36.86,0.0,24.1,Partially cloudy,,,"39.2210171,-3.6185337"
168.13,19.3,24.9,15.9,24.9,2021-06-05T00:00:00+02:00,6.1,,56.0,15.8,1622851200000,0.2,105.7,"Lightning Without Thunder, Mist, Light Drizzle, Rain, Light Rain",0.0,1020.5,0.0,10.4,58.77,4.17,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
206.68,21.3,30.2,14.7,8.1,2021-06-06T00:00:00+02:00,27.5,28.4,38.9,10.1,1622937600000,0.0,477.0,Mist,0.0,1020.8,0.0,9.1,54.62,0.0,24.1,Partially cloudy,,,"39.2210171,-3.6185337"
218.73,25.3,33.0,14.4,10.3,2021-06-07T00:00:00+02:00,24.3,30.9,31.6,14.8,1623024000000,0.0,422.1,,0.0,1018.9,0.0,6.8,33.7,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
186.29,29.0,35.0,12.4,14.2,2021-06-08T00:00:00+02:00,27.0,32.4,24.4,14.0,1623110400000,0.0,469.4,Mist,0.0,1018.3,0.0,5.4,25.2,0.0,,Clear,,,"39.2210171,-3.6185337"
244.67,27.6,35.9,14.8,15.5,2021-06-09T00:00:00+02:00,27.1,33.2,24.1,16.5,1623196800000,0.0,470.2,Mist,0.0,1018.1,0.0,4.3,25.93,0.0,38.9,Clear,,,"39.2210171,-3.6185337"
232.87,28.0,35.2,14.3,19.5,2021-06-10T00:00:00+02:00,28.0,32.7,26.9,15.9,1623283200000,0.0,485.7,Mist,0.0,1016.0,0.0,3.4,22.31,0.0,35.3,Partially cloudy,,,"39.2210171,-3.6185337"
213.63,27.5,34.1,14.3,16.2,2021-06-11T00:00:00+02:00,25.1,31.6,28.6,16.9,1623369600000,0.0,435.6,Mist,0.0,1013.4,0.0,5.0,26.57,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
83.79,25.1,33.2,15.6,27.9,2021-06-12T00:00:00+02:00,25.1,31.0,34.2,16.3,1623456000000,0.0,436.1,"Mist, Thunderstorm, Rain",0.0,1015.9,0.0,9.9,41.14,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
131.67,26.4,33.9,15.9,14.8,2021-06-13T00:00:00+02:00,24.6,31.8,37.3,16.5,1623542400000,0.0,426.3,Mist,0.0,1017.5,0.0,8.3,34.72,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
227.17,27.5,32.8,14.6,10.1,2021-06-14T00:00:00+02:00,25.2,31.2,36.3,19.7,1623628800000,1.2,437.4,"Mist, Rain, Thunderstorm Without Precipitation",0.0,1017.2,0.0,10.3,35.74,8.33,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
108.54,27.4,34.0,14.7,17.2,2021-06-15T00:00:00+02:00,16.4,31.9,35.7,18.4,1623715200000,0.0,303.7,,0.0,1014.4,0.0,9.5,34.99,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
222.83,27.0,32.2,14.7,17.9,2021-06-16T00:00:00+02:00,20.3,30.3,36.9,19.8,1623801600000,0.0,351.9,Mist,0.0,1010.9,0.0,10.8,37.87,0.0,33.5,Partially cloudy,,,"39.2210171,-3.6185337"
242.75,19.1,24.9,12.0,21.3,2021-06-17T00:00:00+02:00,17.5,,53.2,15.4,1623888000000,13.4,324.0,"Mist, Heavy Drizzle, Light Drizzle, Rain, Heavy Rain, Light Rain",0.0,1011.9,0.0,12.5,69.38,20.83,,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
192.08,20.4,26.2,14.5,19.6,2021-06-18T00:00:00+02:00,19.8,,53.0,14.2,1623974400000,0.0,343.4,,0.0,1013.0,0.0,12.1,62.62,0.0,46.4,Partially cloudy,,,"39.2210171,-3.6185337"
220.0,18.3,23.6,15.9,14.8,2021-06-19T00:00:00+02:00,16.9,,32.0,11.8,1624060800000,0.0,292.8,Mist,0.0,1015.3,0.0,7.6,51.73,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
254.58,19.2,24.0,15.9,21.9,2021-06-20T00:00:00+02:00,16.2,,60.6,14.5,1624147200000,0.0,281.7,,0.0,1013.4,0.0,10.1,56.8,0.0,40.7,Partially cloudy,,,"39.2210171,-3.6185337"
271.13,18.2,23.2,14.2,27.5,2021-06-21T00:00:00+02:00,25.1,,42.7,13.2,1624233600000,0.2,435.5,"Drizzle, Mist, Heavy Drizzle/Rain, Sky Coverage Decreasing, Sky Unchanged",0.0,1013.6,0.0,9.5,60.45,4.17,42.5,"Rain, Partially cloudy",,,"39.2210171,-3.6185337"
260.0,18.9,25.3,14.8,25.9,2021-06-22T00:00:00+02:00,18.9,,58.8,13.3,1624320000000,0.0,328.3,"Rain, Light Rain, Sky Coverage Increasing",0.0,1015.2,0.0,8.8,54.42,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
170.46,19.3,26.5,15.0,10.1,2021-06-23T00:00:00+02:00,24.6,,40.4,10.5,1624406400000,0.0,426.8,,0.0,1017.3,0.0,8.2,52.41,0.0,27.7,Partially cloudy,,,"39.2210171,-3.6185337"
100.58,22.9,31.2,15.0,11.6,2021-06-24T00:00:00+02:00,26.8,29.4,33.3,13.6,1624492800000,0.0,464.8,Mist,0.0,1018.0,0.0,9.9,48.89,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
155.29,25.5,33.3,15.0,9.4,2021-06-25T00:00:00+02:00,26.7,31.3,23.2,15.6,1624579200000,0.0,463.1,Mist,0.0,1016.9,0.0,9.8,40.97,0.0,,Clear,,,"39.2210171,-3.6185337"
254.63,27.6,33.2,15.9,19.5,2021-06-26T00:00:00+02:00,25.7,31.2,27.1,19.7,1624665600000,0.0,446.9,,0.0,1013.9,0.0,8.8,32.22,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
252.88,26.1,32.0,15.9,23.9,2021-06-27T00:00:00+02:00,19.4,29.9,,19.4,1624752000000,0.0,538.7,,0.0,1013.1,0.0,5.9,29.44,0.0,42.5,Clear,,,"39.2210171,-3.6185337"
264.17,23.2,29.8,15.1,17.7,2021-06-28T00:00:00+02:00,8.6,28.0,0.0,16.2,1624838400000,0.0,298.6,,0.0,1015.5,0.0,3.5,32.69,0.0,35.3,Clear,,,"39.2210171,-3.6185337"
231.79,24.1,31.3,15.1,13.9,2021-06-29T00:00:00+02:00,27.9,29.2,0.0,13.9,1624924800000,0.0,484.8,,0.0,1016.0,0.0,2.1,25.73,0.0,,Clear,,,"39.2210171,-3.6185337"
231.13,26.8,35.1,15.3,14.4,2021-06-30T00:00:00+02:00,27.7,32.4,0.0,15.7,1625011200000,0.0,481.4,Mist,0.0,1014.8,0.0,3.8,25.07,0.0,35.3,Clear,,,"39.2210171,-3.6185337"
247.67,27.6,35.0,14.7,15.1,2021-07-01T00:00:00+02:00,27.6,32.4,8.0,15.3,1625097600000,0.0,479.7,Mist,0.0,1015.7,0.0,3.1,22.43,0.0,29.5,Clear,,,"39.2210171,-3.6185337"
258.42,28.4,35.8,14.7,20.3,2021-07-02T00:00:00+02:00,27.7,33.1,0.0,16.5,1625184000000,0.0,480.9,Mist,0.0,1016.2,0.0,2.7,20.76,0.0,35.3,Clear,,,"39.2210171,-3.6185337"
264.17,28.0,33.0,10.0,27.7,2021-07-03T00:00:00+02:00,26.0,30.8,,16.0,1625270400000,0.0,515.7,,0.0,1018.3,0.0,4.6,24.48,0.0,40.7,Clear,,,"39.2210171,-3.6185337"
272.22,30.7,33.0,10.0,24.1,2021-07-04T00:00:00+02:00,22.0,30.6,,26.0,1625356800000,0.0,680.1,,0.0,1017.9,0.0,3.0,18.77,0.0,,Clear,,,"39.2210171,-3.6185337"
260.06,29.6,35.7,12.4,26.7,2021-07-05T00:00:00+02:00,27.3,33.8,0.0,19.0,1625443200000,0.0,474.8,Mist,0.0,1014.0,0.0,10.5,33.11,0.0,33.5,Clear,,,"39.2210171,-3.6185337"
269.21,24.4,29.1,14.8,27.7,2021-07-06T00:00:00+02:00,24.8,28.4,41.0,19.0,1625529600000,0.0,430.4,Mist,0.0,1014.1,0.0,11.8,46.29,0.0,50.0,Partially cloudy,,,"39.2210171,-3.6185337"
280.13,22.4,29.1,14.8,20.1,2021-07-07T00:00:00+02:00,27.7,27.5,15.8,13.8,1625616000000,0.0,481.8,"Mist, Rain, Light Rain",0.0,1016.5,0.0,4.7,34.68,0.0,37.1,Clear,,,"39.2210171,-3.6185337"
138.63,24.0,31.3,14.7,14.7,2021-07-08T00:00:00+02:00,26.7,29.3,14.0,13.1,1625702400000,0.0,463.9,Mist,0.0,1019.9,0.0,4.7,30.64,0.0,,Clear,,,"39.2210171,-3.6185337"
103.17,27.1,35.1,14.6,10.6,2021-07-09T00:00:00+02:00,26.5,33.4,6.3,17.5,1625788800000,0.0,459.6,Mist,0.0,1018.1,0.0,10.1,38.77,0.0,27.7,Clear,,,"39.2210171,-3.6185337"
170.17,29.7,39.9,15.9,16.2,2021-07-10T00:00:00+02:00,25.8,37.4,,17.9,1625875200000,0.0,448.1,Mist,0.0,1014.8,0.0,10.3,34.96,0.0,25.9,Clear,,,"39.2210171,-3.6185337"
211.13,32.0,40.8,12.5,32.2,2021-07-11T00:00:00+02:00,21.0,38.2,25.9,21.8,1625961600000,0.0,364.6,Mist,0.0,1012.3,0.0,7.8,24.58,0.0,55.4,Partially cloudy,,,"39.2210171,-3.6185337"
264.63,26.9,32.2,14.0,29.4,2021-07-12T00:00:00+02:00,27.5,30.5,2.0,22.1,1626048000000,0.0,476.8,Mist,0.0,1014.0,0.0,6.1,27.71,0.0,53.6,Clear,,,"39.2210171,-3.6185337"
113.33,22.2,29.0,15.0,17.4,2021-07-13T00:00:00+02:00,26.6,27.5,6.0,15.2,1626134400000,0.0,462.0,,0.0,1018.8,0.0,3.4,30.67,0.0,27.7,Clear,,,"39.2210171,-3.6185337"
83.7,23.8,30.3,14.7,13.2,2021-07-14T00:00:00+02:00,26.9,28.5,14.0,13.8,1626220800000,0.0,466.3,,0.0,1018.1,0.0,3.6,28.5,0.0,,Clear,,,"39.2210171,-3.6185337"
98.21,25.4,33.2,14.9,13.5,2021-07-15T00:00:00+02:00,25.3,31.0,32.0,17.2,1626307200000,0.0,439.1,,0.0,1016.2,0.0,7.6,36.73,0.0,24.1,Partially cloudy,,,"39.2210171,-3.6185337"
137.83,27.7,36.9,14.8,10.1,2021-07-16T00:00:00+02:00,26.2,34.7,0.0,17.5,1626393600000,0.0,455.6,Mist,0.0,1016.4,0.0,8.7,33.6,0.0,,Clear,,,"39.2210171,-3.6185337"
203.33,29.8,38.2,15.8,16.6,2021-07-17T00:00:00+02:00,26.3,35.8,,19.3,1626480000000,0.0,457.1,Mist,0.0,1014.6,0.0,7.4,28.48,0.0,37.1,Clear,,,"39.2210171,-3.6185337"
264.88,30.7,36.3,15.7,16.2,2021-07-18T00:00:00+02:00,22.3,34.2,27.1,23.3,1626566400000,0.0,387.2,Mist,0.0,1013.0,0.0,7.1,24.49,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
249.63,30.1,37.2,14.8,13.9,2021-07-19T00:00:00+02:00,24.8,34.9,33.9,19.5,1626652800000,0.0,431.2,Mist,0.0,1012.0,0.0,6.0,23.25,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
243.5,29.7,35.9,14.8,19.8,2021-07-20T00:00:00+02:00,25.8,33.2,21.3,22.3,1626739200000,0.0,477.5,Mist,0.0,1013.1,0.0,5.8,24.91,0.0,35.3,Clear,,,"39.2210171,-3.6185337"
227.92,29.6,37.0,14.6,11.4,2021-07-21T00:00:00+02:00,26.2,34.7,0.0,19.0,1626825600000,0.0,455.3,Mist,0.0,1015.8,0.0,4.8,22.91,0.0,,Clear,,,"39.2210171,-3.6185337"
221.29,30.5,38.7,14.7,15.5,2021-07-22T00:00:00+02:00,26.4,35.8,0.0,17.7,1626912000000,0.0,489.7,Mist,0.0,1015.6,0.0,2.2,17.55,0.0,,Clear,,,"39.2210171,-3.6185337"
256.88,29.6,35.6,14.7,25.1,2021-07-23T00:00:00+02:00,22.3,33.2,28.2,20.4,1626998400000,0.0,412.7,"Mist, Sky Unchanged",0.0,1012.6,0.0,4.2,20.72,0.0,48.2,Partially cloudy,,,"39.2210171,-3.6185337"
259.13,26.6,32.9,15.7,21.9,2021-07-24T00:00:00+02:00,26.6,30.5,,18.4,1627084800000,0.0,492.5,,0.0,1011.4,0.0,2.8,24.07,0.0,,Clear,,,"39.2210171,-3.6185337"
263.7,25.5,32.0,15.7,20.8,2021-07-25T00:00:00+02:00,23.0,30.1,34.7,15.7,1627171200000,0.0,425.3,,0.0,1010.9,0.0,5.3,28.27,0.0,40.7,Partially cloudy,,,"39.2210171,-3.6185337"
134.25,25.5,31.2,14.9,20.1,2021-07-26T00:00:00+02:00,22.8,29.6,44.3,18.8,1627257600000,0.0,423.1,"Lightning Without Thunder, Mist",0.0,1012.5,0.0,10.9,41.77,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
212.5,26.8,34.8,14.9,17.2,2021-07-27T00:00:00+02:00,24.2,33.0,22.9,16.0,1627344000000,0.0,447.3,Mist,0.0,1013.2,0.0,10.4,39.17,0.0,38.9,Clear,,,"39.2210171,-3.6185337"
234.88,29.8,36.9,14.8,12.4,2021-07-28T00:00:00+02:00,25.7,35.3,2.0,19.4,1627430400000,0.0,476.2,Mist,0.0,1011.5,0.0,9.4,30.24,0.0,,Clear,,,"39.2210171,-3.6185337"
252.57,30.5,36.3,14.4,21.3,2021-07-29T00:00:00+02:00,25.3,34.3,0.0,23.2,1627516800000,0.0,468.7,Mist,0.0,1012.2,0.0,8.7,27.13,0.0,,Clear,,,"39.2210171,-3.6185337"
257.25,28.9,34.9,14.8,23.3,2021-07-30T00:00:00+02:00,26.2,32.5,0.0,21.5,1627603200000,0.0,485.0,Mist,0.0,1012.7,0.0,6.3,26.66,0.0,50.0,Clear,,,"39.2210171,-3.6185337"
263.92,23.5,27.2,15.8,25.9,2021-07-31T00:00:00+02:00,24.4,26.5,27.1,18.0,1627689600000,0.0,451.0,Mist,0.0,1012.6,0.0,8.1,39.25,0.0,,Partially cloudy,,,"39.2210171,-3.6185337"
202.46,22.2,28.3,15.9,17.7,2021-08-01T00:00:00+02:00,22.9,26.9,27.1,13.2,1627776000000,0.0,423.4,Mist,0.0,1014.9,0.0,5.7,38.07,0.0,31.7,Partially cloudy,,,"39.2210171,-3.6185337"
